Dataset,Generator,Classifier,Metric,EvaluationType,Mean,Std,Count,CI_Low,CI_High
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Accuracy,TRTR,0.863590311856894,0.0003809564049741432,2,0.8633177920617153,0.8638628316520728
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Accuracy,TSTR,0.8604875732151337,0.001281887740118282,2,0.8595705659675383,0.861404580462729
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,F1,TRTR,0.121804936464582,0.00369981836688605,2,0.11915824584492757,0.12445162708423643
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,F1,TSTR,0.1989911005639252,0.01500809222967246,2,0.18825495814171905,0.20972724298613132
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Precision,TRTR,0.5910960430943095,0.01145382697210849,2,0.5829024688698162,0.5992896173188028
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Precision,TSTR,0.4982550661193003,0.0187804029255209,2,0.48482037518928534,0.5116897570493153
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Recall,TRTR,0.06790228660701605,0.002191473549437678,2,0.06633460086913504,0.06946997234489707
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,Recall,TSTR,0.1246129811106377,0.01208270422522765,2,0.11596953520010661,0.1332564270211688
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Accuracy,TRTR,0.8631213392433116,0.0006492744915581773,2,0.8626568762518934,0.8635858022347298
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Accuracy,TSTR,0.8606735792306475,0.0,2,0.8606735792306475,0.8606735792306475
7. CDC diabetes dataset,GaussianCopula,AdaBoost,F1,TRTR,0.2907324908296564,0.01155213366104772,2,0.28246859223632553,0.2989963894229873
7. CDC diabetes dataset,GaussianCopula,AdaBoost,F1,TSTR,0.0,0.0,2,0.0,0.0
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Precision,TRTR,0.5229396461150038,0.006564777307101441,2,0.5182434873320932,0.5276358048979143
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Precision,TSTR,0.0,0.0,2,0.0,0.0
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Recall,TRTR,0.2015338730293992,0.01144868243932203,2,0.19334397898196276,0.20972376707683565
7. CDC diabetes dataset,GaussianCopula,AdaBoost,Recall,TSTR,0.0,0.0,2,0.0,0.0
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Accuracy,TRTR,0.8577034193446256,0.001100478021426305,2,0.8569161847921098,0.8584906538971413
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Accuracy,TSTR,0.754713471584613,0.01295988161819737,2,0.7454425307682442,0.7639844124009818
7. CDC diabetes dataset,GaussianCopula,Decision Tree,F1,TRTR,0.2518109924417331,0.00902185699517897,2,0.2453571447353926,0.2582648401480736
7. CDC diabetes dataset,GaussianCopula,Decision Tree,F1,TSTR,0.2156761510292763,0.02762803884933522,2,0.1959122426394902,0.23544005941906238
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Precision,TRTR,0.4710247118621849,0.01001864628250197,2,0.4638578040553427,0.4781916196690271
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Precision,TSTR,0.1946478944702036,0.0177233577453771,2,0.18196936810974615,0.20732642083066102
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Recall,TRTR,0.171964209629314,0.008237907025316163,2,0.16607116594786422,0.17785725331076377
7. CDC diabetes dataset,GaussianCopula,Decision Tree,Recall,TSTR,0.2443402925720778,0.04682382877925451,2,0.2108445432900225,0.2778360418541331
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Accuracy,TRTR,0.8513356814943801,0.0009037427725112313,2,0.8506891828608272,0.851982180127933
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Accuracy,TSTR,0.8554792623080576,0.001360889364709098,2,0.8545057407027269,0.8564527839133883
7. CDC diabetes dataset,GaussianCopula,Extra Trees,F1,TRTR,0.2488266547845204,0.00511286061119995,2,0.24516913463694276,0.25248417493209807
7. CDC diabetes dataset,GaussianCopula,Extra Trees,F1,TSTR,0.0181760645400995,0.003927142250608919,2,0.015366756210327816,0.02098537286987118
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Precision,TRTR,0.4203678342656352,0.006991258369007768,2,0.4153665893098167,0.42536907922145367
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Precision,TSTR,0.1726093915630013,0.03270176935559081,2,0.14921595501644155,0.19600282810956107
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Recall,TRTR,0.1767504615821616,0.00462847729159016,2,0.17343944838741238,0.1800614747769108
7. CDC diabetes dataset,GaussianCopula,Extra Trees,Recall,TSTR,0.009615111489845191,0.002121888110859017,2,0.008097204176007641,0.011133018803682742
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Accuracy,TRTR,0.8653850720278614,0.0004897208981754782,2,0.8650347468013447,0.8657353972543781
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Accuracy,TSTR,0.856868371062213,0.00611276894078939,2,0.8524955595857083,0.8612411825387177
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,F1,TRTR,0.1722933021134507,0.004133046767167164,2,0.1693366985657849,0.1752499056611165
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,F1,TSTR,0.03215975427372231,0.01688322669212334,2,0.0200822214641452,0.044237287083299416
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Precision,TRTR,0.6012194836101217,0.01161315896115709,2,0.5929119301469176,0.6095270370733258
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Precision,TSTR,0.339231393850461,0.07781930750895272,2,0.2835628148047014,0.39489997289622064
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Recall,TRTR,0.1005681011219997,0.002743294672201886,2,0.09860566633307906,0.10253053591092033
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,Recall,TSTR,0.01758272972589121,0.01065015371822589,2,0.009964068713720922,0.025201390738061498
7. CDC diabetes dataset,GaussianCopula,KNN,Accuracy,TRTR,0.8472356340034827,0.0009003569645068221,2,0.8465915574310681,0.8478797105758973
7. CDC diabetes dataset,GaussianCopula,KNN,Accuracy,TSTR,0.8477382460028495,0.004403796135796818,2,0.8445879600245425,0.8508885319811565
7. CDC diabetes dataset,GaussianCopula,KNN,F1,TRTR,0.27593851911582,0.00365737843248717,2,0.27332218819632753,0.2785548500353125
7. CDC diabetes dataset,GaussianCopula,KNN,F1,TSTR,0.03841544092935727,0.003619553228674169,2,0.03582616853063281,0.04100471332808173
7. CDC diabetes dataset,GaussianCopula,KNN,Precision,TRTR,0.4063018806174388,0.004777451994244748,2,0.4028842973403281,0.40971946389454955
7. CDC diabetes dataset,GaussianCopula,KNN,Precision,TSTR,0.1681627662286492,0.03530907285242404,2,0.14290417711962225,0.19342135533767615
7. CDC diabetes dataset,GaussianCopula,KNN,Recall,TRTR,0.2089475926714955,0.004061923022297965,2,0.20604186798590163,0.2118533173570894
7. CDC diabetes dataset,GaussianCopula,KNN,Recall,TSTR,0.02185769066893907,0.002439736378186531,2,0.020112408402012356,0.023602972935865784
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Accuracy,TRTR,0.8635467785341143,0.0007481700690606898,2,0.863011569908358,0.8640819871598706
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Accuracy,TSTR,0.8585661706506252,0.003773659633953558,2,0.8558666571706272,0.8612656841306233
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,F1,TRTR,0.2388691165223189,0.004564487931064464,2,0.23560387855853152,0.2421343544861063
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,F1,TSTR,0.04114211910424202,0.04503041302000146,2,0.008929302170876723,0.07335493603760732
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Precision,TRTR,0.5359686608772588,0.00934558839892455,2,0.5292832296755636,0.542654092078954
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Precision,TSTR,0.3990421337288239,0.1553006749579983,2,0.2879467233929694,0.5101375440646785
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Recall,TRTR,0.1536855560289732,0.003128072545874311,2,0.1514478677308495,0.15592324432709692
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,Recall,TSTR,0.02361880414713819,0.02719263435978542,2,0.004166365365849866,0.04307124292842651
7. CDC diabetes dataset,GaussianCopula,MLP,Accuracy,TRTR,0.8644649358872882,0.001292019377334109,2,0.8635406809030415,0.865389190871535
7. CDC diabetes dataset,GaussianCopula,MLP,Accuracy,TSTR,0.849345021370904,0.003224698025874451,2,0.8470382113683677,0.8516518313734402
7. CDC diabetes dataset,GaussianCopula,MLP,F1,TRTR,0.2639376061713777,0.0296521977876718,2,0.24272570170623448,0.2851495106365209
7. CDC diabetes dataset,GaussianCopula,MLP,F1,TSTR,0.1168930223996313,0.02934421313999446,2,0.09590143687914247,0.13788460792012014
7. CDC diabetes dataset,GaussianCopula,MLP,Precision,TRTR,0.5445815044621426,0.01990884968502404,2,0.5303395713496769,0.5588234375746083
7. CDC diabetes dataset,GaussianCopula,MLP,Precision,TSTR,0.3192040466374936,0.03146021338939903,2,0.2966987657255201,0.34170932754946703
7. CDC diabetes dataset,GaussianCopula,MLP,Recall,TRTR,0.1754864365857122,0.02609605447626427,2,0.1568184437970686,0.19415442937435579
7. CDC diabetes dataset,GaussianCopula,MLP,Recall,TSTR,0.07253231075131372,0.02198283881624302,2,0.056806735190885735,0.08825788631174171
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Accuracy,TRTR,0.7729420611049548,0.001604092504916999,2,0.7717945624537182,0.7740895597561913
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Accuracy,TSTR,0.7992282729143582,0.01101323027968817,2,0.7913498825765434,0.807106663252173
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,F1,TRTR,0.4111314934218446,0.002269244542275589,2,0.40950817366715137,0.4127548131765378
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,F1,TSTR,0.2205869440230993,0.03695771176495945,2,0.19414898968250904,0.24702489836368957
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Precision,TRTR,0.32188092350958,0.001866083751005921,2,0.32054600761114527,0.3232158394080147
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Precision,TSTR,0.2403250498953172,0.02200987192038266,2,0.2245801360171526,0.2560699637734818
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Recall,TRTR,0.5689106660985656,0.005812999479801975,2,0.5647522967761825,0.5730690354209486
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,Recall,TSTR,0.2077119727311461,0.05524952269258118,2,0.16818884512044865,0.24723510034184357
7. CDC diabetes dataset,GaussianCopula,Random Forest,Accuracy,TRTR,0.8585760645876208,0.0008837008421368494,2,0.8579439030873705,0.8592082260878712
7. CDC diabetes dataset,GaussianCopula,Random Forest,Accuracy,TSTR,0.8599889187905653,0.0003788951605161351,2,0.8597178735208445,0.860259964060286
7. CDC diabetes dataset,GaussianCopula,Random Forest,F1,TRTR,0.2542904020111528,0.004123268112439032,2,0.25134079369167805,0.2572400103306276
7. CDC diabetes dataset,GaussianCopula,Random Forest,F1,TSTR,0.00409909710657573,0.002721253009257282,2,0.0021524299734619816,0.006045764239689479
7. CDC diabetes dataset,GaussianCopula,Random Forest,Precision,TRTR,0.4792228106524696,0.0086336230115462,2,0.47304668880746015,0.485398932497479
7. CDC diabetes dataset,GaussianCopula,Random Forest,Precision,TSTR,0.2195638935820044,0.07976499384194657,2,0.16250345438105052,0.2766243327829583
7. CDC diabetes dataset,GaussianCopula,Random Forest,Recall,TRTR,0.1730720068172134,0.003012275509749968,2,0.17091715472857422,0.1752268589058526
7. CDC diabetes dataset,GaussianCopula,Random Forest,Recall,TSTR,0.002073569095298963,0.001384582599852741,2,0.0010830983705830146,0.0030640398200149116
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Accuracy,TRTR,0.863590311856894,0.0003809564049741432,2,0.8633177920617153,0.8638628316520728
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Accuracy,TSTR,0.8607052398290327,5.68018841792253e-05,2,0.8606646062089119,0.8607458734491534
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,F1,TRTR,0.121804936464582,0.00369981836688605,2,0.11915824584492757,0.12445162708423643
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,F1,TSTR,0.003513580034796013,0.007356485992532824,2,-0.00174893302376883,0.008776093093360856
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Precision,TRTR,0.5910960430943095,0.01145382697210849,2,0.5829024688698162,0.5992896173188028
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Precision,TSTR,0.2843043884220354,0.2897694154104989,2,0.07701583596393094,0.49159294088013994
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Recall,TRTR,0.06790228660701605,0.002191473549437678,2,0.06633460086913504,0.06946997234489707
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,Recall,TSTR,0.001789518534299105,0.003768998808070262,2,-0.0009066607917157788,0.004485697860313989
7. CDC diabetes dataset,TVAE,AdaBoost,Accuracy,TRTR,0.8631213392433116,0.0006492744915581773,2,0.8626568762518934,0.8635858022347298
7. CDC diabetes dataset,TVAE,AdaBoost,Accuracy,TSTR,0.8496774576539498,0.003929495627550374,2,0.8468664658197306,0.8524884494881689
7. CDC diabetes dataset,TVAE,AdaBoost,F1,TRTR,0.2907324908296564,0.01155213366104772,2,0.28246859223632553,0.2989963894229873
7. CDC diabetes dataset,TVAE,AdaBoost,F1,TSTR,0.3227473316784624,0.008731404493521971,2,0.31650126117504385,0.328993402181881
7. CDC diabetes dataset,TVAE,AdaBoost,Precision,TRTR,0.5229396461150038,0.006564777307101441,2,0.5182434873320932,0.5276358048979143
7. CDC diabetes dataset,TVAE,AdaBoost,Precision,TSTR,0.4348719773862622,0.01753334137042652,2,0.4223293805518765,0.4474145742206479
7. CDC diabetes dataset,TVAE,AdaBoost,Recall,TRTR,0.2015338730293992,0.01144868243932203,2,0.19334397898196276,0.20972376707683565
7. CDC diabetes dataset,TVAE,AdaBoost,Recall,TSTR,0.2573072006817213,0.01412463371552337,2,0.24720304640876592,0.2674113549546767
7. CDC diabetes dataset,TVAE,Decision Tree,Accuracy,TRTR,0.8577034193446256,0.001100478021426305,2,0.8569161847921098,0.8584906538971413
7. CDC diabetes dataset,TVAE,Decision Tree,Accuracy,TSTR,0.8129254392908024,0.01026928130063118,2,0.805579237992859,0.8202716405887458
7. CDC diabetes dataset,TVAE,Decision Tree,F1,TRTR,0.2518109924417331,0.00902185699517897,2,0.2453571447353926,0.2582648401480736
7. CDC diabetes dataset,TVAE,Decision Tree,F1,TSTR,0.3135988777259744,0.01210414122347162,2,0.3049400967107058,0.32225765874124296
7. CDC diabetes dataset,TVAE,Decision Tree,Precision,TRTR,0.4710247118621849,0.01001864628250197,2,0.4638578040553427,0.4781916196690271
7. CDC diabetes dataset,TVAE,Decision Tree,Precision,TSTR,0.3226507854758036,0.01856572676469969,2,0.3093696646199831,0.3359319063316241
7. CDC diabetes dataset,TVAE,Decision Tree,Recall,TRTR,0.171964209629314,0.008237907025316163,2,0.16607116594786422,0.17785725331076377
7. CDC diabetes dataset,TVAE,Decision Tree,Recall,TSTR,0.3070018463286465,0.02383141886603606,2,0.2899538762633268,0.32404981639396624
7. CDC diabetes dataset,TVAE,Extra Trees,Accuracy,TRTR,0.8513356814943801,0.0009037427725112313,2,0.8506891828608272,0.851982180127933
7. CDC diabetes dataset,TVAE,Extra Trees,Accuracy,TSTR,0.855635586512585,0.001879352225427646,2,0.8542911789193408,0.8569799941058291
7. CDC diabetes dataset,TVAE,Extra Trees,F1,TRTR,0.2488266547845204,0.00511286061119995,2,0.24516913463694276,0.25248417493209807
7. CDC diabetes dataset,TVAE,Extra Trees,F1,TSTR,0.2304394200293251,0.01898268625527141,2,0.21686002432240675,0.24401881573624346
7. CDC diabetes dataset,TVAE,Extra Trees,Precision,TRTR,0.4203678342656352,0.006991258369007768,2,0.4153665893098167,0.42536907922145367
7. CDC diabetes dataset,TVAE,Extra Trees,Precision,TSTR,0.4493080681683271,0.01377487234461293,2,0.4394541181075004,0.45916201822915376
7. CDC diabetes dataset,TVAE,Extra Trees,Recall,TRTR,0.1767504615821616,0.00462847729159016,2,0.17343944838741238,0.1800614747769108
7. CDC diabetes dataset,TVAE,Extra Trees,Recall,TSTR,0.1557023150120722,0.01830992317810021,2,0.14260418501850225,0.16880044500564217
7. CDC diabetes dataset,TVAE,Gradient Boosting,Accuracy,TRTR,0.8653850720278614,0.0004897208981754782,2,0.8650347468013447,0.8657353972543781
7. CDC diabetes dataset,TVAE,Gradient Boosting,Accuracy,TSTR,0.850678724077885,0.003088511885476318,2,0.8484693357713825,0.8528881123843876
7. CDC diabetes dataset,TVAE,Gradient Boosting,F1,TRTR,0.1722933021134507,0.004133046767167164,2,0.1693366985657849,0.1752499056611165
7. CDC diabetes dataset,TVAE,Gradient Boosting,F1,TSTR,0.2959785659080526,0.0156234200061247,2,0.2848022445115149,0.3071548873045903
7. CDC diabetes dataset,TVAE,Gradient Boosting,Precision,TRTR,0.6012194836101217,0.01161315896115709,2,0.5929119301469176,0.6095270370733258
7. CDC diabetes dataset,TVAE,Gradient Boosting,Precision,TSTR,0.4325839349779151,0.01647117474926242,2,0.42080116637128945,0.4443667035845407
7. CDC diabetes dataset,TVAE,Gradient Boosting,Recall,TRTR,0.1005681011219997,0.002743294672201886,2,0.09860566633307906,0.10253053591092033
7. CDC diabetes dataset,TVAE,Gradient Boosting,Recall,TSTR,0.2258059934668371,0.01953469320409679,2,0.21183171577692297,0.23978027115675124
7. CDC diabetes dataset,TVAE,KNN,Accuracy,TRTR,0.8472356340034827,0.0009003569645068221,2,0.8465915574310681,0.8478797105758973
7. CDC diabetes dataset,TVAE,KNN,Accuracy,TSTR,0.8348088491372486,0.007462880395066079,2,0.8294702261080731,0.8401474721664242
7. CDC diabetes dataset,TVAE,KNN,F1,TRTR,0.27593851911582,0.00365737843248717,2,0.27332218819632753,0.2785548500353125
7. CDC diabetes dataset,TVAE,KNN,F1,TSTR,0.2969133009525143,0.01621039926046175,2,0.2853170798927147,0.30850952201231385
7. CDC diabetes dataset,TVAE,KNN,Precision,TRTR,0.4063018806174388,0.004777451994244748,2,0.4028842973403281,0.40971946389454955
7. CDC diabetes dataset,TVAE,KNN,Precision,TSTR,0.3685197336602522,0.02199839074860034,2,0.35278303291761093,0.3842564344028935
7. CDC diabetes dataset,TVAE,KNN,Recall,TRTR,0.2089475926714955,0.004061923022297965,2,0.20604186798590163,0.2118533173570894
7. CDC diabetes dataset,TVAE,KNN,Recall,TSTR,0.2514841641812243,0.02781368861519266,2,0.231587449949337,0.27138087841311165
7. CDC diabetes dataset,TVAE,Logistic Regression,Accuracy,TRTR,0.8635467785341143,0.0007481700690606898,2,0.863011569908358,0.8640819871598706
7. CDC diabetes dataset,TVAE,Logistic Regression,Accuracy,TSTR,0.8275744024062055,0.003838215616228882,2,0.8248287083584639,0.8303200964539471
7. CDC diabetes dataset,TVAE,Logistic Regression,F1,TRTR,0.2388691165223189,0.004564487931064464,2,0.23560387855853152,0.2421343544861063
7. CDC diabetes dataset,TVAE,Logistic Regression,F1,TSTR,0.346750804977435,0.01121179814747054,2,0.33873036774409465,0.35477124221077533
7. CDC diabetes dataset,TVAE,Logistic Regression,Precision,TRTR,0.5359686608772588,0.00934558839892455,2,0.5292832296755636,0.542654092078954
7. CDC diabetes dataset,TVAE,Logistic Regression,Precision,TSTR,0.3676468316519367,0.00868279866751417,2,0.36143553166182407,0.3738581316420493
7. CDC diabetes dataset,TVAE,Logistic Regression,Recall,TRTR,0.1536855560289732,0.003128072545874311,2,0.1514478677308495,0.15592324432709692
7. CDC diabetes dataset,TVAE,Logistic Regression,Recall,TSTR,0.3289021445817356,0.02094743375572383,2,0.3139172531818453,0.3438870359816259
7. CDC diabetes dataset,TVAE,MLP,Accuracy,TRTR,0.8644649358872882,0.001292019377334109,2,0.8635406809030415,0.865389190871535
7. CDC diabetes dataset,TVAE,MLP,Accuracy,TSTR,0.8257539179990502,0.005634751649812295,2,0.8217230594928278,0.8297847765052726
7. CDC diabetes dataset,TVAE,MLP,F1,TRTR,0.2639376061713777,0.0296521977876718,2,0.24272570170623448,0.2851495106365209
7. CDC diabetes dataset,TVAE,MLP,F1,TSTR,0.3579422660787067,0.01233778021277293,2,0.3491163497989333,0.36676818235848013
7. CDC diabetes dataset,TVAE,MLP,Precision,TRTR,0.5445815044621426,0.01990884968502404,2,0.5303395713496769,0.5588234375746083
7. CDC diabetes dataset,TVAE,MLP,Precision,TSTR,0.3687665466837133,0.008949045588382606,2,0.3623647851200593,0.37516830824736724
7. CDC diabetes dataset,TVAE,MLP,Recall,TRTR,0.1754864365857122,0.02609605447626427,2,0.1568184437970686,0.19415442937435579
7. CDC diabetes dataset,TVAE,MLP,Recall,TSTR,0.3494532026700752,0.02857711346915013,2,0.32901036719670623,0.36989603814344413
7. CDC diabetes dataset,TVAE,Naive Bayes,Accuracy,TRTR,0.7729420611049548,0.001604092504916999,2,0.7717945624537182,0.7740895597561913
7. CDC diabetes dataset,TVAE,Naive Bayes,Accuracy,TSTR,0.7603114611366154,0.003154232424814796,2,0.7580550591884317,0.7625678630847991
7. CDC diabetes dataset,TVAE,Naive Bayes,F1,TRTR,0.4111314934218446,0.002269244542275589,2,0.40950817366715137,0.4127548131765378
7. CDC diabetes dataset,TVAE,Naive Bayes,F1,TSTR,0.3823075202404102,0.00662984880531671,2,0.3775648121118684,0.38705022836895203
7. CDC diabetes dataset,TVAE,Naive Bayes,Precision,TRTR,0.32188092350958,0.001866083751005921,2,0.32054600761114527,0.3232158394080147
7. CDC diabetes dataset,TVAE,Naive Bayes,Precision,TSTR,0.2982669440332201,0.002944683210957536,2,0.2961604445623137,0.30037344350412654
7. CDC diabetes dataset,TVAE,Naive Bayes,Recall,TRTR,0.5689106660985656,0.005812999479801975,2,0.5647522967761825,0.5730690354209486
7. CDC diabetes dataset,TVAE,Naive Bayes,Recall,TSTR,0.5326374094588837,0.01903722138814827,2,0.5190190016680429,0.5462558172497245
7. CDC diabetes dataset,TVAE,Random Forest,Accuracy,TRTR,0.8585760645876208,0.0008837008421368494,2,0.8579439030873705,0.8592082260878712
7. CDC diabetes dataset,TVAE,Random Forest,Accuracy,TSTR,0.8584929555168592,0.002179107672663258,2,0.8569341157943274,0.860051795239391
7. CDC diabetes dataset,TVAE,Random Forest,F1,TRTR,0.2542904020111528,0.004123268112439032,2,0.25134079369167805,0.2572400103306276
7. CDC diabetes dataset,TVAE,Random Forest,F1,TSTR,0.2648944279984031,0.01612773619192449,2,0.25335734053555187,0.2764315154612544
7. CDC diabetes dataset,TVAE,Random Forest,Precision,TRTR,0.4792228106524696,0.0086336230115462,2,0.47304668880746015,0.485398932497479
7. CDC diabetes dataset,TVAE,Random Forest,Precision,TSTR,0.4815135841552727,0.01922889578468804,2,0.467758060761166,0.49526910754937936
7. CDC diabetes dataset,TVAE,Random Forest,Recall,TRTR,0.1730720068172134,0.003012275509749968,2,0.17091715472857422,0.1752268589058526
7. CDC diabetes dataset,TVAE,Random Forest,Recall,TSTR,0.1834824598778583,0.01728447663684136,2,0.1711178901492997,0.1958470296064169
7. CDC diabetes dataset,TVAE,SVM-RBF,Accuracy,TRTR,0.863590311856894,0.0003809564049741432,2,0.8633177920617153,0.8638628316520728
7. CDC diabetes dataset,TVAE,SVM-RBF,Accuracy,TSTR,0.817722019946177,0.00749411070386982,2,0.8123610560999226,0.8230829837924314
7. CDC diabetes dataset,TVAE,SVM-RBF,F1,TRTR,0.121804936464582,0.00369981836688605,2,0.11915824584492757,0.12445162708423643
7. CDC diabetes dataset,TVAE,SVM-RBF,F1,TSTR,0.3411766188009231,0.01687886479482204,2,0.32910220630470366,0.3532510312971425
7. CDC diabetes dataset,TVAE,SVM-RBF,Precision,TRTR,0.5910960430943095,0.01145382697210849,2,0.5829024688698162,0.5992896173188028
7. CDC diabetes dataset,TVAE,SVM-RBF,Precision,TSTR,0.3445968743439439,0.01829069956232109,2,0.33151249609667965,0.3576812525912082
7. CDC diabetes dataset,TVAE,SVM-RBF,Recall,TRTR,0.06790228660701605,0.002191473549437678,2,0.06633460086913504,0.06946997234489707
7. CDC diabetes dataset,TVAE,SVM-RBF,Recall,TSTR,0.3392273824740804,0.02737540505294946,2,0.31964419741522493,0.3588105675329359
7. CDC diabetes dataset,TabDDPM,AdaBoost,Accuracy,TRTR,0.8631213392433116,0.0006492744915581773,2,0.8626568762518934,0.8635858022347298
7. CDC diabetes dataset,TabDDPM,AdaBoost,Accuracy,TSTR,0.8605687034984962,0.0001207060313439867,2,0.8604823556053799,0.8606550513916126
7. CDC diabetes dataset,TabDDPM,AdaBoost,F1,TRTR,0.2907324908296564,0.01155213366104772,2,0.28246859223632553,0.2989963894229873
7. CDC diabetes dataset,TabDDPM,AdaBoost,F1,TSTR,0.0003115709756448731,0.0004643040521165739,2,-2.05721345150882e-05,0.0006437140858048345
7. CDC diabetes dataset,TabDDPM,AdaBoost,Precision,TRTR,0.5229396461150038,0.006564777307101441,2,0.5182434873320932,0.5276358048979143
7. CDC diabetes dataset,TabDDPM,AdaBoost,Precision,TSTR,0.08583333333333334,0.1153527199505933,2,0.0033149684921374573,0.16835169817452922
7. CDC diabetes dataset,TabDDPM,AdaBoost,Recall,TRTR,0.2015338730293992,0.01144868243932203,2,0.19334397898196276,0.20972376707683565
7. CDC diabetes dataset,TabDDPM,AdaBoost,Recall,TSTR,0.0001562278085499219,0.0002329387795321222,2,-1.0406556060877135e-05,0.00032286217316072094
7. CDC diabetes dataset,TabDDPM,Decision Tree,Accuracy,TRTR,0.8577034193446256,0.001100478021426305,2,0.8569161847921098,0.8584906538971413
7. CDC diabetes dataset,TabDDPM,Decision Tree,Accuracy,TSTR,0.7278692417286687,0.02918620347758178,2,0.7069906895113997,0.7487477939459378
7. CDC diabetes dataset,TabDDPM,Decision Tree,F1,TRTR,0.2518109924417331,0.00902185699517897,2,0.2453571447353926,0.2582648401480736
7. CDC diabetes dataset,TabDDPM,Decision Tree,F1,TSTR,0.1496721451029945,0.02576138707150587,2,0.13124355895355405,0.16810073125243497
7. CDC diabetes dataset,TabDDPM,Decision Tree,Precision,TRTR,0.4710247118621849,0.01001864628250197,2,0.4638578040553427,0.4781916196690271
7. CDC diabetes dataset,TabDDPM,Decision Tree,Precision,TSTR,0.1333702775690188,0.018098328120112,2,0.12042351356145373,0.1463170415765839
7. CDC diabetes dataset,TabDDPM,Decision Tree,Recall,TRTR,0.171964209629314,0.008237907025316163,2,0.16607116594786422,0.17785725331076377
7. CDC diabetes dataset,TabDDPM,Decision Tree,Recall,TSTR,0.1745916773185627,0.0448853839259956,2,0.14248260794916373,0.20670074668796168
7. CDC diabetes dataset,TabDDPM,Extra Trees,Accuracy,TRTR,0.8513356814943801,0.0009037427725112313,2,0.8506891828608272,0.851982180127933
7. CDC diabetes dataset,TabDDPM,Extra Trees,Accuracy,TSTR,0.8518679753047333,0.001281820538095891,2,0.8509510161305688,0.8527849344788979
7. CDC diabetes dataset,TabDDPM,Extra Trees,F1,TRTR,0.2488266547845204,0.00511286061119995,2,0.24516913463694276,0.25248417493209807
7. CDC diabetes dataset,TabDDPM,Extra Trees,F1,TSTR,0.01348859401639657,0.003660832807467163,2,0.010869791985906251,0.016107396046886886
7. CDC diabetes dataset,TabDDPM,Extra Trees,Precision,TRTR,0.4203678342656352,0.006991258369007768,2,0.4153665893098167,0.42536907922145367
